movie_id,movie_title,duration,color,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_imdb_link
1386,Hot Tub Time Machine ,101,Color,English,USA,R,36000000,2010,6.4,1.85,http://www.imdb.com/title/tt1231587/?ref_=fn_tt_tt_1
1387,Dolphin Tale 2 ,107,Color,English,USA,PG,36000000,2014,6.4,1.85,http://www.imdb.com/title/tt2978462/?ref_=fn_tt_tt_1
1388,Reindeer Games ,124,Color,English,USA,R,34000000,2000,5.7,2.35,http://www.imdb.com/title/tt0184858/?ref_=fn_tt_tt_1
1389,A Man Apart ,109,Color,English,USA,R,36000000,2003,6.1,2.35,http://www.imdb.com/title/tt0266465/?ref_=fn_tt_tt_1
1390,Aloha ,105,Color,English,USA,PG-13,37000000,2015,5.4,1.85,http://www.imdb.com/title/tt1243974/?ref_=fn_tt_tt_1
1391,Ghosts of Mississippi ,130,Color,English,USA,PG-13,36000000,1996,6.7,1.85,http://www.imdb.com/title/tt0116410/?ref_=fn_tt_tt_1
1392,Snow Falling on Cedars ,127,Color,English,USA,PG-13,36000000,1999,6.8,2.35,http://www.imdb.com/title/tt0120834/?ref_=fn_tt_tt_1
1393,The Rite ,114,Color,English,USA,PG-13,37000000,2011,6,2.35,http://www.imdb.com/title/tt1161864/?ref_=fn_tt_tt_1
1394,Gattaca ,106,Color,English,USA,PG-13,36000000,1997,7.8,2.35,http://www.imdb.com/title/tt0119177/?ref_=fn_tt_tt_1
1395,Isn't She Great ,95,Color,English,USA,R,36000000,2000,5.3,1.85,http://www.imdb.com/title/tt0141399/?ref_=fn_tt_tt_1
1396,Space Chimps ,81,Color,English,USA,G,37000000,2008,4.5,2.35,http://www.imdb.com/title/tt0482603/?ref_=fn_tt_tt_1
1397,Head of State ,95,Color,English,USA,PG-13,35200000,2003,5.4,1.85,http://www.imdb.com/title/tt0325537/?ref_=fn_tt_tt_1
1398,The Hangover ,108,Color,English,USA,R,35000000,2009,7.8,2.35,http://www.imdb.com/title/tt1119646/?ref_=fn_tt_tt_1
1399,Ip Man 3 ,105,Color,Cantonese,Hong Kong,PG-13,36000000,2015,7.2,2.35,http://www.imdb.com/title/tt2888046/?ref_=fn_tt_tt_1
1400,Austin Powers: The Spy Who Shagged Me ,95,Color,English,USA,PG-13,33000000,1999,6.6,2.35,http://www.imdb.com/title/tt0145660/?ref_=fn_tt_tt_1
1401,Batman ,126,Color,English,USA,PG-13,35000000,1989,7.6,1.85,http://www.imdb.com/title/tt0096895/?ref_=fn_tt_tt_1
1402,There Be Dragons ,102,Color,English,Spain,PG-13,36000000,2011,5.9,2.35,http://www.imdb.com/title/tt1316616/?ref_=fn_tt_tt_1
1403,Lethal Weapon 3 ,121,Color,English,USA,R,35000000,1992,6.7,2.35,http://www.imdb.com/title/tt0104714/?ref_=fn_tt_tt_1
1404,The Blind Side ,129,Color,English,USA,PG-13,29000000,2009,7.7,1.85,http://www.imdb.com/title/tt0878804/?ref_=fn_tt_tt_1
1405,Rush Hour             ,43,Color,English,USA,TV-14,,,5.8,16,http://www.imdb.com/title/tt4085584/?ref_=fn_tt_tt_1
1406,Spy Kids ,88,Color,English,USA,PG,35000000,2001,5.4,1.85,http://www.imdb.com/title/tt0227538/?ref_=fn_tt_tt_1
1407,Horrible Bosses ,106,Color,English,USA,R,35000000,2011,6.9,2.35,http://www.imdb.com/title/tt1499658/?ref_=fn_tt_tt_1
1408,True Grit ,110,Color,English,USA,PG-13,38000000,2010,7.7,2.35,http://www.imdb.com/title/tt1403865/?ref_=fn_tt_tt_1
1409,The Devil Wears Prada ,109,Color,English,USA,PG-13,35000000,2006,6.8,2.35,http://www.imdb.com/title/tt0458352/?ref_=fn_tt_tt_1
1410,Star Trek: The Motion Picture ,143,Color,English,USA,PG,35000000,1979,6.4,2.35,http://www.imdb.com/title/tt0079945/?ref_=fn_tt_tt_1
1411,Identity Thief ,120,Color,English,USA,R,35000000,2013,5.7,2.35,http://www.imdb.com/title/tt2024432/?ref_=fn_tt_tt_1
1412,Cape Fear ,128,Color,English,USA,R,35000000,1991,7.3,2.35,http://www.imdb.com/title/tt0101540/?ref_=fn_tt_tt_1
1413,21 ,123,Color,English,USA,PG-13,35000000,2008,6.8,2.35,http://www.imdb.com/title/tt0478087/?ref_=fn_tt_tt_1
1414,Trainwreck ,129,Color,English,Japan,R,35000000,2015,6.3,2.35,http://www.imdb.com/title/tt3152624/?ref_=fn_tt_tt_1
1415,Guess Who ,105,Color,English,USA,PG-13,35000000,2005,5.9,1.85,http://www.imdb.com/title/tt0372237/?ref_=fn_tt_tt_1
1416,The English Patient ,162,Color,English,USA,R,27000000,1996,7.4,1.85,http://www.imdb.com/title/tt0116209/?ref_=fn_tt_tt_1
1417,L.A. Confidential ,138,Color,English,USA,R,35000000,1997,8.3,2.35,http://www.imdb.com/title/tt0119488/?ref_=fn_tt_tt_1
1418,Sky High ,100,Color,English,USA,PG,35000000,2005,6.2,2.35,http://www.imdb.com/title/tt0405325/?ref_=fn_tt_tt_1
1419,In & Out ,90,Color,English,USA,PG-13,35000000,1997,6.3,1.85,http://www.imdb.com/title/tt0119360/?ref_=fn_tt_tt_1
1420,Species ,108,Color,English,USA,R,35000000,1995,5.8,2.35,http://www.imdb.com/title/tt0114508/?ref_=fn_tt_tt_1
1421,A Nightmare on Elm Street ,101,Color,English,USA,X,1800000,1984,7.5,1.85,http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1
1422,The Cell ,109,Color,English,USA,R,33000000,2000,6.3,2.35,http://www.imdb.com/title/tt0209958/?ref_=fn_tt_tt_1
1423,The Man in the Iron Mask ,132,Color,English,USA,PG-13,35000000,1998,6.4,1.85,http://www.imdb.com/title/tt0120744/?ref_=fn_tt_tt_1
1424,Secretariat ,123,Color,English,USA,PG,35000000,2010,7.2,2.35,http://www.imdb.com/title/tt1028576/?ref_=fn_tt_tt_1
1425,TMNT ,87,Color,English,Hong Kong,PG,34000000,2007,6.3,2.35,http://www.imdb.com/title/tt0453556/?ref_=fn_tt_tt_1
1426,Radio ,109,Color,English,USA,PG,35000000,2003,6.9,1.85,http://www.imdb.com/title/tt0316465/?ref_=fn_tt_tt_1
1427,Friends with Benefits ,109,Color,English,USA,R,35000000,2011,6.6,2.35,http://www.imdb.com/title/tt1632708/?ref_=fn_tt_tt_1
1428,Neighbors 2: Sorority Rising ,92,Color,English,USA,R,35000000,2016,6,2.35,http://www.imdb.com/title/tt4438848/?ref_=fn_tt_tt_1
1429,Saving Mr. Banks ,125,Color,English,USA,PG-13,35000000,2013,7.5,2.35,http://www.imdb.com/title/tt2140373/?ref_=fn_tt_tt_1
1430,Malcolm X ,202,Color,English,USA,PG-13,33000000,1992,7.7,1.85,http://www.imdb.com/title/tt0104797/?ref_=fn_tt_tt_1
1431,This Is 40 ,134,Color,English,USA,R,35000000,2012,6.2,2.35,http://www.imdb.com/title/tt1758830/?ref_=fn_tt_tt_1
1432,Old Dogs ,88,Color,English,USA,PG,35000000,2009,5.4,1.85,http://www.imdb.com/title/tt0976238/?ref_=fn_tt_tt_1
1433,Underworld: Rise of the Lycans ,92,Color,English,USA,R,35000000,2009,6.6,2.35,http://www.imdb.com/title/tt0834001/?ref_=fn_tt_tt_1
1434,License to Wed ,91,Color,English,USA,PG-13,35000000,2007,5.3,2.35,http://www.imdb.com/title/tt0762114/?ref_=fn_tt_tt_1
1435,The Benchwarmers ,75,Color,English,USA,PG-13,33000000,2006,5.6,1.85,http://www.imdb.com/title/tt0437863/?ref_=fn_tt_tt_1
1436,Must Love Dogs ,98,Color,English,USA,PG-13,30000000,2005,5.9,2.35,http://www.imdb.com/title/tt0417001/?ref_=fn_tt_tt_1
1437,Donnie Brasco ,147,Color,English,USA,R,35000000,1997,7.8,2.35,http://www.imdb.com/title/tt0119008/?ref_=fn_tt_tt_1
1438,Resident Evil ,100,Color,English,UK,R,33000000,2002,6.7,1.85,http://www.imdb.com/title/tt0120804/?ref_=fn_tt_tt_1
1439,Poltergeist ,120,Color,English,USA,PG,10700000,1982,7.4,2.35,http://www.imdb.com/title/tt0084516/?ref_=fn_tt_tt_1
1440,The Ladykillers ,104,Color,English,USA,R,35000000,2004,6.2,1.85,http://www.imdb.com/title/tt0335245/?ref_=fn_tt_tt_1
1441,Max Payne ,103,Color,English,Canada,PG-13,35000000,2008,5.4,2.35,http://www.imdb.com/title/tt0467197/?ref_=fn_tt_tt_1
1442,In Time ,109,Color,English,USA,PG-13,40000000,2011,6.7,2.35,http://www.imdb.com/title/tt1637688/?ref_=fn_tt_tt_1
1443,The Back-up Plan ,104,Color,English,USA,PG-13,35000000,2010,5.3,2.35,http://www.imdb.com/title/tt1212436/?ref_=fn_tt_tt_1
1444,Something Borrowed ,112,Color,English,USA,PG-13,35000000,2011,5.9,1.85,http://www.imdb.com/title/tt0491152/?ref_=fn_tt_tt_1
1445,Hit the Floor             ,60,Color,English,USA,,,,7,,http://www.imdb.com/title/tt2368645/?ref_=fn_tt_tt_1
1446,Black Knight ,95,Color,English,USA,PG-13,50000000,2001,4.8,2.35,http://www.imdb.com/title/tt0265087/?ref_=fn_tt_tt_1
1447,The Bad News Bears ,102,Color,English,USA,PG,,1976,7.3,1.85,http://www.imdb.com/title/tt0074174/?ref_=fn_tt_tt_1
1448,Street Fighter ,102,Color,English,Japan,PG-13,35000000,1994,3.8,2.35,http://www.imdb.com/title/tt0111301/?ref_=fn_tt_tt_1
1449,The Pianist ,150, Black and White,English,France,R,35000000,2002,8.5,1.85,http://www.imdb.com/title/tt0253474/?ref_=fn_tt_tt_1
1450,From Hell ,122,Color,English,USA,R,35000000,2001,6.8,2.35,http://www.imdb.com/title/tt0120681/?ref_=fn_tt_tt_1
1451,The Nativity Story ,101,Color,English,USA,PG,30000000,2006,6.8,2.35,http://www.imdb.com/title/tt0762121/?ref_=fn_tt_tt_1
1452,House of Wax ,108,Color,English,Australia,R,30000000,2005,5.3,1.85,http://www.imdb.com/title/tt0397065/?ref_=fn_tt_tt_1
1453,Closer ,98,Color,English,USA,R,27000000,2004,7.3,1.85,http://www.imdb.com/title/tt0376541/?ref_=fn_tt_tt_1
1454,J. Edgar ,137,Color,English,USA,R,35000000,2011,6.6,2.35,http://www.imdb.com/title/tt1616195/?ref_=fn_tt_tt_1
1455,Mirrors ,112,Color,English,USA,R,35000000,2008,6.2,2.35,http://www.imdb.com/title/tt0790686/?ref_=fn_tt_tt_1
1456,Queen of the Damned ,101,Color,English,USA,R,35000000,2002,5.2,2.35,http://www.imdb.com/title/tt0238546/?ref_=fn_tt_tt_1
1457,Predator 2 ,103,Color,English,USA,R,35000000,1990,6.2,1.37,http://www.imdb.com/title/tt0100403/?ref_=fn_tt_tt_1
1458,Untraceable ,101,Color,English,USA,R,35000000,2008,6.2,2.35,http://www.imdb.com/title/tt0880578/?ref_=fn_tt_tt_1
1459,Blast from the Past ,112,Color,English,USA,PG-13,35000000,1999,6.6,2.35,http://www.imdb.com/title/tt0124298/?ref_=fn_tt_tt_1
1460,Flash Gordon ,111,Color,English,UK,PG,20000000,1980,6.4,2.35,http://www.imdb.com/title/tt0080745/?ref_=fn_tt_tt_1
1461,Jersey Girl ,102,Color,English,USA,PG-13,35000000,2004,6.2,2.35,http://www.imdb.com/title/tt0300051/?ref_=fn_tt_tt_1
1462,Alex Cross ,101,Color,English,USA,PG-13,35000000,2012,5.1,2.35,http://www.imdb.com/title/tt1712170/?ref_=fn_tt_tt_1
1463,Midnight in the Garden of Good and Evil ,155,Color,English,USA,R,30000000,1997,6.6,1.85,http://www.imdb.com/title/tt0119668/?ref_=fn_tt_tt_1
1464,Heist ,93,Color,English,USA,R,19000000,2015,6.1,2.35,http://www.imdb.com/title/tt3276924/?ref_=fn_tt_tt_1
1465,Nanny McPhee Returns ,109,Color,English,UK,PG,35000000,2010,6.1,2.35,http://www.imdb.com/title/tt1415283/?ref_=fn_tt_tt_1
1466,Hoffa ,140,Color,English,USA,R,35000000,1992,6.6,2.35,http://www.imdb.com/title/tt0104427/?ref_=fn_tt_tt_1
1467,The X Files: I Want to Believe ,108,Color,English,USA,PG-13,30000000,2008,5.9,2.35,http://www.imdb.com/title/tt0443701/?ref_=fn_tt_tt_1
1468,Ella Enchanted ,96,Color,English,USA,PG,35000000,2004,6.3,1.85,http://www.imdb.com/title/tt0327679/?ref_=fn_tt_tt_1
1469,Concussion ,123,Color,English,UK,PG-13,35000000,2015,7.1,2.35,http://www.imdb.com/title/tt3322364/?ref_=fn_tt_tt_1
1470,Abduction ,106,Color,English,USA,PG-13,35000000,2011,5,2.35,http://www.imdb.com/title/tt1600195/?ref_=fn_tt_tt_1
1471,Valiant ,76,Color,English,UK,G,35000000,2005,5.6,1.85,http://www.imdb.com/title/tt0361089/?ref_=fn_tt_tt_1
1472,Wonder Boys ,107,Color,English,USA,R,55000000,2000,7.4,2.35,http://www.imdb.com/title/tt0185014/?ref_=fn_tt_tt_1
1473,Superhero Movie ,82,Color,English,USA,PG-13,35000000,2008,4.5,1.85,http://www.imdb.com/title/tt0426592/?ref_=fn_tt_tt_1
1474,Broken City ,109,Color,English,USA,R,35000000,2013,6.2,2.35,http://www.imdb.com/title/tt1235522/?ref_=fn_tt_tt_1
1475,Cursed ,99,Color,English,USA,PG-13,35000000,2005,5,2.35,http://www.imdb.com/title/tt0257516/?ref_=fn_tt_tt_1
1476,Premium Rush ,91,Color,English,USA,PG-13,35000000,2012,6.5,2.35,http://www.imdb.com/title/tt1547234/?ref_=fn_tt_tt_1
1477,Hot Pursuit ,87,Color,English,USA,PG-13,35000000,2015,5.1,2.35,http://www.imdb.com/title/tt2967224/?ref_=fn_tt_tt_1
1478,The Four Feathers ,125,Color,English,UK,PG-13,35000000,2002,6.5,2.35,http://www.imdb.com/title/tt0240510/?ref_=fn_tt_tt_1
1479,Parker ,118,Color,English,USA,R,35000000,2013,6.2,2.35,http://www.imdb.com/title/tt1904996/?ref_=fn_tt_tt_1
1480,Wimbledon ,98,Color,English,UK,PG-13,31000000,2004,6.3,2.35,http://www.imdb.com/title/tt0360201/?ref_=fn_tt_tt_1
1481,Furry Vengeance ,92,Color,English,USA,PG,35000000,2010,3.8,1.85,http://www.imdb.com/title/tt0492389/?ref_=fn_tt_tt_1
1482,Bait ,93,Color,English,Australia,R,30000000,2012,5.2,1.85,http://www.imdb.com/title/tt1438173/?ref_=fn_tt_tt_1
1483,Krull ,116,Color,English,UK,PG,27000000,1983,6,2.35,http://www.imdb.com/title/tt0085811/?ref_=fn_tt_tt_1
1484,Lions for Lambs ,92,Color,English,USA,R,35000000,2007,6.2,2.35,http://www.imdb.com/title/tt0891527/?ref_=fn_tt_tt_1
1485,Flight of the Intruder ,115,Color,English,USA,PG-13,35000000,1991,5.7,2.35,http://www.imdb.com/title/tt0099587/?ref_=fn_tt_tt_1
1486,Walk Hard: The Dewey Cox Story ,120,Color,English,USA,R,35000000,2007,6.7,2.35,http://www.imdb.com/title/tt0841046/?ref_=fn_tt_tt_1
1487,The Shipping News ,111,Color,English,USA,R,35000000,2001,6.8,2.35,http://www.imdb.com/title/tt0120824/?ref_=fn_tt_tt_1
1488,American Outlaws ,94,Color,English,USA,PG-13,35000000,2001,6,1.85,http://www.imdb.com/title/tt0244000/?ref_=fn_tt_tt_1
1489,The Young Victoria ,100,Color,English,UK,PG,35000000,2009,7.3,2.35,http://www.imdb.com/title/tt0962736/?ref_=fn_tt_tt_1
1490,Whiteout ,101,Color,English,USA,R,35000000,2009,5.5,2.35,http://www.imdb.com/title/tt0365929/?ref_=fn_tt_tt_1
1491,The Tree of Life ,139,Color,English,USA,PG-13,32000000,2011,6.7,1.85,http://www.imdb.com/title/tt0478304/?ref_=fn_tt_tt_1
1492,Knock Off ,91,Color,English,Aruba,R,35000000,1998,4.8,2.35,http://www.imdb.com/title/tt0120724/?ref_=fn_tt_tt_1
1493,Sabotage ,109,Color,English,USA,R,35000000,2014,5.7,1.85,http://www.imdb.com/title/tt1742334/?ref_=fn_tt_tt_1
1494,The Order ,102,Color,English,USA,R,38000000,2003,5.1,1.85,http://www.imdb.com/title/tt0304711/?ref_=fn_tt_tt_1
1495,Punisher: War Zone ,103,Color,English,USA,R,35000000,2008,6,2.35,http://www.imdb.com/title/tt0450314/?ref_=fn_tt_tt_1
1496,Zoom ,83,Color,English,USA,PG,35000000,2006,4.2,1.85,http://www.imdb.com/title/tt0383060/?ref_=fn_tt_tt_1
1497,The Walk ,123,Color,English,USA,PG,35000000,2015,7.4,2.35,http://www.imdb.com/title/tt3488710/?ref_=fn_tt_tt_1
1498,Warriors of Virtue ,101,Color,English,USA,PG,35000000,1997,4.6,2.35,http://www.imdb.com/title/tt0120479/?ref_=fn_tt_tt_1
1499,A Good Year ,117,Color,English,USA,PG-13,35000000,2006,6.9,2.35,http://www.imdb.com/title/tt0401445/?ref_=fn_tt_tt_1
1500,Luther             ,60,Color,English,UK,TV-MA,,,8.6,16,http://www.imdb.com/title/tt1474684/?ref_=fn_tt_tt_1
1501,Radio Flyer ,114,Color,English,USA,PG-13,35000000,1992,6.9,2.35,http://www.imdb.com/title/tt0105211/?ref_=fn_tt_tt_1
1502,"Blood In, Blood Out ",330,Color,English,USA,R,35000000,1993,8,1.66,http://www.imdb.com/title/tt0106469/?ref_=fn_tt_tt_1
1503,Smilla's Sense of Snow ,121,Color,English,Denmark,R,35000000,1997,6.4,2.35,http://www.imdb.com/title/tt0120152/?ref_=fn_tt_tt_1
1504,Femme Fatale ,114,Color,English,France,R,35000000,2002,6.3,1.85,http://www.imdb.com/title/tt0280665/?ref_=fn_tt_tt_1
1505,Lion of the Desert ,156, Black and White,English,Libya,PG,35000000,1980,8.4,2.35,http://www.imdb.com/title/tt0081059/?ref_=fn_tt_tt_1
1506,The Horseman on the Roof ,135,Color,French,France,R,,1995,7.1,2.35,http://www.imdb.com/title/tt0113362/?ref_=fn_tt_tt_1
1507,Ride with the Devil ,148,Color,English,USA,R,35000000,1999,6.8,2.35,http://www.imdb.com/title/tt0134154/?ref_=fn_tt_tt_1
1508,Biutiful ,148,Color,Spanish,Mexico,R,,2010,7.5,2.35,http://www.imdb.com/title/tt1164999/?ref_=fn_tt_tt_1
1509,The Lovers ,109,Color,English,Belgium,R,,2015,4.5,,http://www.imdb.com/title/tt1321869/?ref_=fn_tt_tt_1
1510,Bandidas ,93,Color,English,France,PG-13,32000000,2006,5.7,2.35,http://www.imdb.com/title/tt0416496/?ref_=fn_tt_tt_1
1511,Black Water Transit ,,Color,English,USA,,23000000,2009,7.2,,http://www.imdb.com/title/tt0490087/?ref_=fn_tt_tt_1
1512,The Maze Runner ,113,Color,English,USA,PG-13,34000000,2014,6.8,2.35,http://www.imdb.com/title/tt1790864/?ref_=fn_tt_tt_1
1513,Unfinished Business ,91,Color,English,USA,R,35000000,2015,5.4,2.35,http://www.imdb.com/title/tt2358925/?ref_=fn_tt_tt_1
1514,The Age of Innocence ,139,Color,English,USA,PG,30000000,1993,7.2,2.35,http://www.imdb.com/title/tt0106226/?ref_=fn_tt_tt_1
1515,The Fountain ,96,Color,English,USA,PG-13,35000000,2006,7.3,1.85,http://www.imdb.com/title/tt0414993/?ref_=fn_tt_tt_1
1516,Chill Factor ,102,Color,English,USA,R,34000000,1999,5.2,2.35,http://www.imdb.com/title/tt0163579/?ref_=fn_tt_tt_1
1517,Stolen ,96,Color,English,USA,R,35000000,2012,5.5,2.35,http://www.imdb.com/title/tt1656186/?ref_=fn_tt_tt_1
1518,Ponyo ,101,Color,Japanese,Japan,G,34000000,2008,7.7,1.85,http://www.imdb.com/title/tt0876563/?ref_=fn_tt_tt_1
1519,The Longest Ride ,128,Color,English,USA,PG-13,34000000,2015,7.1,2.35,http://www.imdb.com/title/tt2726560/?ref_=fn_tt_tt_1
1520,The Astronaut's Wife ,109,Color,English,USA,R,34000000,1999,5.3,1.85,http://www.imdb.com/title/tt0138304/?ref_=fn_tt_tt_1
1521,I Dreamed of Africa ,114,Color,English,USA,PG-13,34000000,2000,5.6,2.35,http://www.imdb.com/title/tt0167203/?ref_=fn_tt_tt_1
1522,Playing for Keeps ,105,Color,English,USA,PG-13,35000000,2012,5.7,2.35,http://www.imdb.com/title/tt1540128/?ref_=fn_tt_tt_1
1523,Mandela: Long Walk to Freedom ,141,Color,English,UK,PG-13,35000000,2013,7.1,2.35,http://www.imdb.com/title/tt2304771/?ref_=fn_tt_tt_1
1524,Reds ,195,Color,English,USA,PG,35000000,1981,7.5,1.85,http://www.imdb.com/title/tt0082979/?ref_=fn_tt_tt_1
1525,A Few Good Men ,138,Color,English,USA,R,40000000,1992,7.6,2.35,http://www.imdb.com/title/tt0104257/?ref_=fn_tt_tt_1
1526,Exit Wounds ,101,Color,English,USA,R,33000000,2001,5.5,2.35,http://www.imdb.com/title/tt0242445/?ref_=fn_tt_tt_1
1527,Big Momma's House ,99,Color,English,USA,PG-13,30000000,2000,5.1,1.85,http://www.imdb.com/title/tt0208003/?ref_=fn_tt_tt_1
1528,Thunder and the House of Magic ,85,Color,English,Belgium,,34000000,2013,6.3,2.35,http://www.imdb.com/title/tt3148834/?ref_=fn_tt_tt_1
1529,The Darkest Hour ,89,Color,English,USA,PG-13,30000000,2011,4.9,2.35,http://www.imdb.com/title/tt1093357/?ref_=fn_tt_tt_1
1530,Step Up Revolution ,99,Color,English,USA,PG-13,33000000,2012,6.5,2.35,http://www.imdb.com/title/tt1800741/?ref_=fn_tt_tt_1
1531,Snakes on a Plane ,105,Color,English,Germany,R,33000000,2006,5.6,2.35,http://www.imdb.com/title/tt0417148/?ref_=fn_tt_tt_1
1532,The Watcher ,97,Color,English,USA,R,33000000,2000,5.3,1.85,http://www.imdb.com/title/tt0204626/?ref_=fn_tt_tt_1
1533,The Punisher ,140,Color,English,USA,R,33000000,2004,6.5,2.35,http://www.imdb.com/title/tt0330793/?ref_=fn_tt_tt_1
1534,Goal! The Dream Begins ,118,Color,English,USA,PG-13,10000000,2005,6.8,2.35,http://www.imdb.com/title/tt0380389/?ref_=fn_tt_tt_1
1535,Safe ,94,Color,English,USA,R,30000000,2012,6.5,2.35,http://www.imdb.com/title/tt1656190/?ref_=fn_tt_tt_1
1536,Pushing Tin ,124,Color,English,USA,R,38000000,1999,6,2.35,http://www.imdb.com/title/tt0120797/?ref_=fn_tt_tt_1
1537,Star Wars: Episode VI - Return of the Jedi ,134,Color,English,USA,PG,32500000,1983,8.4,2.35,http://www.imdb.com/title/tt0086190/?ref_=fn_tt_tt_1
1538,Doomsday ,113,Color,English,UK,R,30000000,2008,6,2.35,http://www.imdb.com/title/tt0483607/?ref_=fn_tt_tt_1
1539,The Reader ,124,Color,English,USA,R,32000000,2008,7.6,1.85,http://www.imdb.com/title/tt0976051/?ref_=fn_tt_tt_1
1540,Wanderlust ,98,Color,English,USA,R,,2012,5.6,1.85,http://www.imdb.com/title/tt1655460/?ref_=fn_tt_tt_1
1541,Elf ,97,Color,English,USA,PG,33000000,2003,6.9,1.85,http://www.imdb.com/title/tt0319343/?ref_=fn_tt_tt_1
1542,Phenomenon ,123,Color,English,USA,PG,32000000,1996,6.4,2.35,http://www.imdb.com/title/tt0117333/?ref_=fn_tt_tt_1
1543,Snow Dogs ,99,Color,English,Canada,PG,35000000,2002,5.1,1.85,http://www.imdb.com/title/tt0281373/?ref_=fn_tt_tt_1
1544,Scrooged ,101,Color,English,USA,PG-13,32000000,1988,7,1.85,http://www.imdb.com/title/tt0096061/?ref_=fn_tt_tt_1
1545,Nacho Libre ,92,Color,English,Germany,PG,32000000,2006,5.7,1.85,http://www.imdb.com/title/tt0457510/?ref_=fn_tt_tt_1
1546,Bridesmaids ,131,Color,English,USA,R,32500000,2011,6.8,2.35,http://www.imdb.com/title/tt1478338/?ref_=fn_tt_tt_1
1547,This Is the End ,107,Color,English,USA,R,32000000,2013,6.7,2.35,http://www.imdb.com/title/tt1245492/?ref_=fn_tt_tt_1
1548,Stigmata ,103,Color,English,USA,R,29000000,1999,6.2,2.35,http://www.imdb.com/title/tt0145531/?ref_=fn_tt_tt_1
1549,Men of Honor ,129,Color,English,USA,R,32000000,2000,7.2,2.35,http://www.imdb.com/title/tt0203019/?ref_=fn_tt_tt_1
1550,Takers ,107,Color,English,USA,PG-13,20000000,2010,6.2,2.35,http://www.imdb.com/title/tt1135084/?ref_=fn_tt_tt_1
1551,The Big Wedding ,89,Color,English,USA,R,35000000,2013,5.6,2.35,http://www.imdb.com/title/tt1931435/?ref_=fn_tt_tt_1
1552,"Big Mommas: Like Father, Like Son ",113,Color,English,USA,PG-13,32000000,2011,4.4,2.35,http://www.imdb.com/title/tt1464174/?ref_=fn_tt_tt_1
1553,Source Code ,93,Color,English,USA,PG-13,32000000,2011,7.5,1.85,http://www.imdb.com/title/tt0945513/?ref_=fn_tt_tt_1
1554,Alive ,120,Color,English,USA,R,32000000,1993,7.1,1.85,http://www.imdb.com/title/tt0106246/?ref_=fn_tt_tt_1
1555,The Number 23 ,98,Color,English,USA,R,32000000,2007,6.4,2.35,http://www.imdb.com/title/tt0481369/?ref_=fn_tt_tt_1
1556,The Young and Prodigious T.S. Spivet ,105,Color,English,France,PG,33000000,2013,7.1,2.35,http://www.imdb.com/title/tt1981107/?ref_=fn_tt_tt_1
1557,1941 ,142,Color,English,USA,PG,35000000,1979,5.9,2.35,http://www.imdb.com/title/tt0078723/?ref_=fn_tt_tt_1
1558,Dreamer: Inspired by a True Story ,98,Color,English,USA,PG,32000000,2005,6.9,2.35,http://www.imdb.com/title/tt0418647/?ref_=fn_tt_tt_1
1559,A History of Violence ,96,Color,English,USA,R,32000000,2005,7.5,1.85,http://www.imdb.com/title/tt0399146/?ref_=fn_tt_tt_1
1560,Transporter 2 ,87,Color,English,France,PG-13,32000000,2005,6.3,2.35,http://www.imdb.com/title/tt0388482/?ref_=fn_tt_tt_1
1561,The Quick and the Dead ,107, Black and White,English,Japan,R,32000000,1995,6.4,1.85,http://www.imdb.com/title/tt0114214/?ref_=fn_tt_tt_1
1562,Laws of Attraction ,90,Color,English,Ireland,PG-13,28000000,2004,5.9,2.35,http://www.imdb.com/title/tt0323033/?ref_=fn_tt_tt_1
1563,Bringing Out the Dead ,121,Color,English,USA,R,55000000,1999,6.8,2.35,http://www.imdb.com/title/tt0163988/?ref_=fn_tt_tt_1
1564,Repo Men ,119,Color,English,USA,R,32000000,2010,6.3,2.35,http://www.imdb.com/title/tt1053424/?ref_=fn_tt_tt_1
1565,Dragon Wars: D-War ,107,Color,English,South Korea,PG-13,35000000,2007,3.6,2.35,http://www.imdb.com/title/tt0372873/?ref_=fn_tt_tt_1
1566,Bogus ,110,Color,English,USA,PG,30000000,1996,5.3,1.85,http://www.imdb.com/title/tt0115725/?ref_=fn_tt_tt_1
1567,The Incredible Burt Wonderstone ,100,Color,English,USA,PG-13,30000000,2013,5.9,2.35,http://www.imdb.com/title/tt0790628/?ref_=fn_tt_tt_1
1568,Cats Don't Dance ,75,Color,English,USA,G,32000000,1997,6.9,1.33,http://www.imdb.com/title/tt0118829/?ref_=fn_tt_tt_1
1569,Cradle Will Rock ,132,Color,English,USA,R,32000000,1999,6.9,2.35,http://www.imdb.com/title/tt0150216/?ref_=fn_tt_tt_1
1570,The Good German ,105, Black and White,English,USA,R,32000000,2006,6.1,1.66,http://www.imdb.com/title/tt0452624/?ref_=fn_tt_tt_1
1571,George and the Dragon ,93,Color,English,USA,PG,32000000,2004,5.7,2.35,http://www.imdb.com/title/tt0306892/?ref_=fn_tt_tt_1
1572,Apocalypse Now ,289,Color,English,USA,R,31500000,1979,8.5,2.35,http://www.imdb.com/title/tt0078788/?ref_=fn_tt_tt_1
1573,Going the Distance ,102,Color,English,USA,R,32000000,2010,6.3,2.35,http://www.imdb.com/title/tt1322312/?ref_=fn_tt_tt_1
